abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"The rise of fraudulent websites requires advanced real-time detection methods to protect individuals and organizations. This paper proposes a hybrid framework combining supervised and unsupervised learning to identify and classify fraudulent websites with high accuracy. The supervised model detects known malicious patterns using labeled data, while the unsupervised model identifies anomalies to fl...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11088187,Chairat Thanomwong; Korn Puangnak; Natworapol Rachsiriwatcharabul; Manthana Tiawongsuwan; Krerk Puangnak,0,,,IEEE Conferences,10.1109/ICEAST64767.2025.11088187,10,,,68,,,False,,,,,6-9 May 2025,"2025 11th International Conference on Engineering, Applied Sciences, and Technology (ICEAST)",2025,IEEE,65,Applying Generative AI for Fraud and Cybercrime Prevention in Thailand,
"This conceptualisation involves developing an online application software that incorporates [::generative::] AI in providing counselling information on career based on the users&#39; interests, skills and expectations. Face to face counselling on the other hand has its constraints in terms of scale and accessibility but this form of career counseling by use of the present [::artificial::] [::intellige...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10882269,Rahul Waikar; Shraddhesh Tamhane; Tanmai Tale; Rujul Talekar; Ayush Tangde; Tanish Singla; Tanishka Kalokhe,0,,,IEEE Conferences,10.1109/ICAIQSA64000.2024.10882269,305,,,6,,,False,,,,,20-21 Dec. 2024,2024 International Conference on [::Artificial::] [::Intelligence::] and Quantum Computation-Based Sensor Application (ICAIQSA),2024,IEEE,1,Student Career Guidance Using Generative AI,
"Recently, a noticeable trend of using [::Generative::] [::Artificial::] [::Intelligence::] (GAI) within the educational field has raised interest to study the shape and impact of this utilization. This study investigates the opinions of Information Technology (IT) undergraduate students about the utilization of GAI during the learning process, focusing on their perception of the quality of produce...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10532824,Nuha El-Khalili; May Al-Nashashibi; Salam Al-E'mari,0,,,IEEE Conferences,10.1109/ICCR61006.2024.10532824,257,,,6,,,False,,,,,26-28 Feb. 2024,2024 2nd International Conference on Cyber Resilience (ICCR),2024,IEEE,1,The Impact of Generative Artificial Intelligence on Learning: A Case Study at the University of Petra,
"The quest of imparting [::intelligence::] into human creations have led to the inception and progress of [::Artificial::] [::Intelligence::] (AI). One application of AI is the generation of things like text or images, using a class of neural networks known as [::Generative::] Adversarial Networks (GANs). Nowadays, AI can generate different sorts of artwork and arts using GANs. However, many tradit...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9398005,Sayeda Samia Nasrin; Risul Islam Rasel,0,,,IEEE Conferences,10.1109/WIECON-ECE52138.2020.9398005,466,,,199,,,False,,,,,26-27 Dec. 2020,2020 IEEE International Women in Engineering (WIE) Conference on Electrical and Computer Engineering (WIECON-ECE),2020,IEEE,196,HennaGAN: Henna Art Design Generation using Deep Convolutional Generative Adversarial Network (DCGAN),
"Digitalizing public administration is crucial for leveraging advanced technologies like [::artificial::] [::intelligence::] to improve governance and public service delivery. However, the impact of [::generative::] AI on government operations is still uncertain, highlighting the need for further exploration of its potential benefits. Empirical research on the adoption of [::generative::] AI in the...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10747963,Hary Aryfiyanto; Andry Alamsyah,0,,,IEEE Conferences,10.1109/IC2IE63342.2024.10747963,451,,,7,,,False,,,,,12-13 Sept. 2024,2024 7th International Conference of Computer and Informatics Engineering (IC2IE),2024,IEEE,1,Public Service with Generative AI: Exploring Features and Applications,
"A thorough analysis of [::Generative::] Adversarial Networks (GANs) and how they might be used to improve AI gaming efficiency is presented in this research. Game developers now have never-before-seen possibilities for innovation, immersion, and personalization thanks to GANs, which have become a potent tool for producing realistic data samples across a variety of fields. This review investigates ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10743943,Jasdeep Singh; Sardar M. N. Islam; Manav Tewatia; Deepanshu Garg; Neda Fatima,0,,,IEEE Conferences,10.1109/ACROSET62108.2024.10743943,160,,,8,,,False,,,,,27-28 Sept. 2024,2024 International Conference on Advances in Computing Research on Science Engineering and Technology (ACROSET),2024,IEEE,1,Systematic Review of GAN for Enhancing Efficiency in AI in Gaming,
"Recently, many deep learning models for missing data imputation have been studied. One of the most popular models is [::Generative::] Adversarial Networks (GANs), which generate plausible fake data through adversarial training. In this paper, we take a look at the architecture, objective of a generator and a discriminator, training method and loss function. After that, we can see what improvements...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9065044,Jaeyoon Kim; Donghyun Tae; Junhee Seok,0,,,IEEE Conferences,10.1109/ICAIIC48513.2020.9065044,2866,,,456,,,False,,,,,19-21 Feb. 2020,2020 International Conference on [::Artificial::] [::Intelligence::] in Information and Communication (ICAIIC),2020,IEEE,454,A Survey of Missing Data Imputation Using Generative Adversarial Networks,
"[::Artificial::] [::intelligence::] (AI) harbors the potential to tackle intricate challenges and enhance human capabilities across various domains. Through its significant capabilities, AI plays a crucial role in data analysis, natural language processing (NLP), healthcare, and other decision-based fields. The primary objective of AI in these domains is to render precise decisions promptly. The a...","{'type': 'locked', 'message': 'Full text access may be available.'}",11052340,D. Prabakaran; Kumaran R. Senthil; R. Shyamala,0,,,De Gruyter Books,,0,,,316,,,False,,,,,,Math Optimization for [::Artificial::] [::Intelligence::]: Heuristic and Metaheuristic Methods for Robotics and Machine Learning,2025,De Gruyter,303,14 A Novel African Wild Dog Optimization (AWDO) Algorithm for Applications of Artificial Intelligence,
"The design and optimization of high-power nonlinear power amplifiers often requires copious time-consuming measurements. To maximize performance, multiple constraints must be satisfied simultaneously in a complex, high-dimensional search space, resulting in a complex and slow design process. This work validates multidimensional load-pull extrapolation using [::generative::] adversarial network ima...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11104856,Jonathan E. Swindell; Adam C. Goad; Austin Egbert; Casey Latham; Matthew Ozalas; Andy Howard; Daren McClearnon; Charles Baylis; Robert J. Marks,0,,,IEEE Conferences,10.1109/WMCS63512.2025.11104856,20,,,4,,,False,,,,,8-9 April 2025,2025 IEEE Texas Symposium on Wireless and Microwave Circuits and Systems (WMCS),2025,IEEE,1,Measurement Validation of AI-Powered Multidimensional Nonlinear Load-Pull Extrapolation,
"The growing difficulty of financial management necessitates intelligent and accessible solutions. This work introduces a new [::artificial::] [::intelligence::]-powered personal finance consultant combining explainability based on Llama-based [::generative::] [::artificial::] [::intelligence::] with machine learning (ML) for investment prediction. By means of interactive AI-driven insights, the sy...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11031897,M. Suganya; R. Jayaraj; A. Syed Ismail; S. Ganesh Kumar,0,,,IEEE Conferences,10.1109/ICDSBS63635.2025.11031897,119,,,8,,,False,,,,,17-18 April 2025,2025 International Conference on Data Science and Business Systems (ICDSBS),2025,IEEE,1,GenAI - Powered Personal Finance Consultant: Integrating Machine Learning and Generative AI for Personalized Financial Recommendations and Literacy Enhancement,
"The development of the Internet of things (IoT) and other modern technologies brings not only great convenience and [::intelligence::] to society but also the severe problem of cyber security. In recent years, a large number of network attacks, especially botnet and distributed denial of service (DDoS) attacks which are difficult to detect, have seriously affected the normal operation of social wo...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9681469,Aining Shi,0,,,IEEE Conferences,10.1109/ACCC54619.2021.00025,1140,,,114,,,False,,,,,24-27 Sept. 2021,2021 2nd Asia Conference on Computers and Communications (ACCC),2021,IEEE,111,Cyber Attacks Detection Based on Generative Adversarial Networks,
"This paper presents a systematic literature review (SLR) exploring perspectives on teaching and learning in higher education within the context of [::Generative::] AI advancements. By focusing on key areas such as teaching methodologies, student engagement, and ethical challenges, this research offers a detailed analysis of the changes that AI technologies, like GPT-4 and DALL-E, bring to academic...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10851078,Hunen Chithara; Solomon Madzvamuse,0,,,IEEE Conferences,10.1109/IMITEC60221.2024.10851078,165,,,85,,,False,,,,,27-29 Nov. 2024,2024 4th International Multidisciplinary Information Technology and Engineering Conference (IMITEC),2024,IEEE,81,Perspectives on Teaching and Learning in Higher Education in the Era of Generative AI,
"[::Generative::] adversarial networks (GANs) have been effective for learning [::generative::] models for real-world data. However, accompanied with the [::generative::] tasks becoming more and more challenging, existing GANs (GAN and its variants) tend to suffer from different training problems such as instability and mode collapse. In this paper, we propose a novel GAN framework called evolution...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8627945,Chaoyue Wang; Chang Xu; Xin Yao; Dacheng Tao,0,,,IEEE Journals,10.1109/TEVC.2019.2895748,7920,,,934,,,False,,,6,,Dec. 2019,IEEE Transactions on Evolutionary Computation,2019,IEEE,921,Evolutionary Generative Adversarial Networks,23
"In this paper, we review the impact of [::generative::] [::artificial::] [::intelligence::] (AI) on game character creation. We critically examine the application of AI-driven computer graphics (AICG) technology across the character creation workflow, including concept generation, clothing design, modeling, props, cultural embedding, personality traits, and behaviors. Our research identifies poten...","{'type': 'open-access', 'message': 'Open Access'}",10979443,Zhenhua Wu; Zhuohao Chen; Di Zhu; Christos Mousas; Dominic Kao,0,,,IEEE Early Access Articles,10.1109/TG.2025.3564869,621,,,15,,,False,,,99,,,IEEE Transactions on Games,2025,IEEE,1,"A Systematic Review of Generative AI on Game Character Creation: Applications, Challenges, and Future Trends",PP
The process of De Novo drug design involves the integration of [::artificial::] [::intelligence::] with computational [::intelligence::] techniques. The proposed system aims to provide precision therapeutics through the development of targeted chemical libraries designed for individual patient’s needs. They also highlight the potential impact of precision medicine. The traditional approach involve...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10722441,K S Balamurugan; Sundara Rajulu Navaneethakrishnan; Senduru Srinivasulu; D Kumutha; R Surendran,0,,,IEEE Conferences,10.1109/ICOSEC61587.2024.10722441,53,,,1044,,,False,,,,,18-20 Sept. 2024,2024 5th International Conference on Smart Electronics and Communication (ICOSEC),2024,IEEE,1039,Recognition of De Novo Drug Design for Targeted Chemical Libraries through Optimization Techniques,
"Medical reconstruction of images is essential for deep learning model training, improving diagnosis efficiency, and augmenting small datasets for a range medical purpose. In this work, we investigate the synthesis of realistic and superior chest X-ray pictures using Deep Convolutional neural networks [::Generative::] Adversarial Networks (DCGAN). A vital diagnosing technique for breathing problems...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10617031,M C Sai Akhil; B S Sanjana Sharma; Ashwini Kodipalli; Trupthi Rao,0,,,IEEE Conferences,10.1109/ICKECS61492.2024.10617031,148,,,8,,,False,,,,,18-19 April 2024,2024 International Conference on Knowledge Engineering and Communication Systems (ICKECS),2024,IEEE,1,Medical Image Synthesis Using DCGAN for Chest X-Ray Images,1
"This paper explores and evaluates the use of OpenAI’s ChatGPT-4o as a feedback tool for engineering drawings. The AI feedback tool was trained on a synthetic dataset specifically created for the task, which included a comprehensive checklist derived from the Australian Standard for Technical Drawings (AS 1100) and a variety of engineering drawing examples. The evaluation involved repeated testing ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10854935,Aina Nabila Abdul Razak; May Lim; Inmaculada Tomeo-Reyes; Darson Dezheng Li,0,,,IEEE Conferences,10.1109/WEEF-GEDC63419.2024.10854935,155,,,9,,,False,,,,,2-5 Dec. 2024,2024 World Engineering Education Forum - Global Engineering Deans Council (WEEF-GEDC),2024,IEEE,1,Exploring the Capabilities and Limitations of Generative AI in Providing Feedback on Engineering Drawings: A Case Study,
"Chronic disease management requires continuous care to prevent exacerbations, yet providing 24/7 accessible medical advice is a significant challenge for care providers. The current model of periodic patient visits with standard dialogue responses fails to adequately address the individualized needs of patients and caregivers. This lack of personalized guidance undermines treatment adherence and s...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10885472,Hsiang-Wei Hu; Fu-Yu Chen; Ya-Chuan Chen; Meng-Hung Lee; Jiun-Yi Yang; Chii-Wann Lin; Wei-Ming Lin,0,,,IEEE Conferences,10.1109/ECBIOS61468.2024.10885472,83,,,99,,,False,,,,,14-16 June 2024,"2024 IEEE 6th Eurasia Conference on Biomedical Engineering, Healthcare and Sustainability (ECBIOS)",2024,IEEE,96,Optimizing Patient-Manager Interactions in Chronic Care Using Generative Artificial Intelligence QA Dialogue Systems,
"Increasing the performance of a [::Generative::] Adversarial Network (GAN) requires experimentation in choosing the suitable training hyper-parameters of learning rate and batch size. There is no consensus on learning rates or batch sizes in GANs, which makes it a &#34;trial-and-error&#34; process to get acceptable output. Researchers have differing views regarding the effect of batch sizes on run time. T...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9298092,Bhaskar Ghosh; Indira Kalyan Dutta; Albert Carlson; Michael Totaro; Magdy Bayoumi,0,,,IEEE Conferences,10.1109/UEMCON51285.2020.9298092,326,,,0648,,,False,,,,,28-31 Oct. 2020,"2020 11th IEEE Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON)",2020,IEEE,0643,An Empirical Analysis of Generative Adversarial Network Training Times with Varying Batch Sizes,
"In this innovative practice Work-In-Progress paper, [::Generative::] AI tools were used in a supplemental assignment in a Lean Concepts class. Students were directed to create a summary of a specific topic covered only partially in the regular class material. Students assigned to the same topic then formed four- or five-student groups and reflected on the effectiveness of the AI tools. The accurac...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10892905,Hugh McManus,0,,,IEEE Conferences,10.1109/FIE61694.2024.10892905,28,,,5,,,False,,,,,13-16 Oct. 2024,2024 IEEE Frontiers in Education Conference (FIE),2024,IEEE,1,Work-In-Progress: Using AI Tools for Supplemental Learning in a Lean Concepts Class,
"This paper addresses the deficiencies in traditional design methods for exhibition spaces, particularly in terms of efficiency, customization, iterative speed, and design cycles. Specifically, it highlights the issues with the emerging digitalized design methods based on [::Generative::] [::Artificial::] [::Intelligence::] (genAI), such as non-standard and unstructured input expressions, high inco...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10911663,Xinlan Yu; Linhui Hu; Tao Cheng,0,,,IEEE Conferences,10.1109/RICAI64321.2024.10911663,54,,,327,,,False,,,,,6-8 Dec. 2024,"2024 6th International Conference on Robotics, Intelligent Control and [::Artificial::] [::Intelligence::] (RICAI)",2024,IEEE,320,A Digital and Intelligent Design Paradigm for Exhibition Space based on Knowledge Graph & Generative AI,
,"{'type': 'locked', 'message': 'Full text access may be available.'}",10301908,Alan Dorin; Susan Stepney,0,,,MIT Press Journals,10.1162/artl_e_00409,2,,,145,,,False,,,2,,1 May 2023,[::Artificial::] Life,2023,MIT Press,141,Editorial: What Have Large-Language Models and Generative Al Got to Do With Artificial Life?,29
"How [::Artificial::] [::Intelligence::] (AI) supports the performance of traditional firms remains uneven, despite firms having similar access to AI. Using a sample of global publicly quoted companies, we confirm early studies that heterogeneity in firms&#39; ability to scale AI is related to the early orchestration of four AI-specific assets/resources (data, technology infrastructure, AI/data talent,...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11004832,Jacques Bughin,0,,,IEEE Early Access Articles,10.1109/EMR.2025.3570622,23,,,31,,,False,,,99,,,IEEE Engineering Management Review,2025,IEEE,1,Who are the AI scalers?,PP
"This book delves into the transformative power of AI in the realm of neurodegenerative diseases, covering topics such as ALS, Huntington&#39;s, Parkinson&#39;s, and Alzheimer&#39;s. [::Generative::] AI provides new opportunities for early diagnosis, precise therapy, and individualized rehabilitation, which are crucial as these conditions remain major obstacles for healthcare providers and researchers. Researc...","{'type': 'locked', 'message': 'Full text access may be available.'}",11104977,Anindya Nag; Md. Mehedi Hassan; Asif Karim; Kishor Kumar Reddy C,0,,,River Publishers Books,,0,,,60,,,False,,,,,,"[::Generative::] AI in Neurodegenerative Disorders: Innovations, Views, and Obstacles",2025,River Publishers,31,2 Generative AI-enhanced Diagnostic Systems: Revolutionizing Early Disease Detection through Advanced Predictive Analytics,
"The swift evolution of [::artificial::] [::intelligence::] (AI), especially [::generative::] AI utilizing deep learning and extensive datasets, has brought substantial benefits across numerous sectors. However, this technological surge simultaneously presents intricate technical hurdles for conventional intellectual property rights protection frameworks. The unprecedented scale, speed, and unique ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11042723,Zeheng Zhu,0,,,IEEE Conferences,10.1109/DIPCA65051.2025.11042723,36,,,235,,,False,,,,,25-27 April 2025,2025 2nd International Conference on Digital Image Processing and Computer Applications (DIPCA),2025,IEEE,232,The Application of Artificial Intelligence Technology to the Intellectual Property System,
"At a time when [::Artificial::] [::Intelligence::] (AI) urgently needs to transcend traditional research paths, this paper delves into the wisdom of Zhan Guo Ce (Strategies of the Warring States), such as “assessing situations” and “vertical and horizontal alliances.” Employing mathematical models including game theory, optimization algorithms, network science, decision trees, and Bayesian inferen...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11189539,Zhiding Zhang; Zhenwei Zhang,0,,,IEEE Conferences,10.1109/ICAIDE65466.2025.11189539,0,,,52,,,False,,,,,29-31 May 2025,2025 International Conference on [::Artificial::] [::Intelligence::] and Digital Ethics (ICAIDE),2025,IEEE,42,From Historical Strategies to Computational Paradigms: A Study on the AI Algorithmic Inspirations from the Core Wisdom of Zhan Guo Ce,
"In the concept of data hiding, image is often used as a cover to hide sensitive data inside it. This approach is considered a good addition in securing information to cryptography which only hides the information and not the presence of the message itself. The combination of Deep Learning with Steganography and Cryptography is rarely done. By utilizing Deep Neural Networks to encrypt and hide the ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9166184,Anditya Arifianto; Malik Anhar Maulana; Made Rahana Surya Mahadi; Triwidyastuti Jamaluddin; Rajabandanu Subhi; Adriansyah Dwi Rendragraha; Muhammad Ferianda Satya,0,,,IEEE Conferences,10.1109/ICoICT49345.2020.9166184,257,,,6,,,False,,,,,24-26 June 2020,2020 8th International Conference on Information and Communication Technology (ICoICT),2020,IEEE,1,EDGAN: Disguising Text as Image using Generative Adversarial Network,
"Our project pioneers a transformative platform, marrying [::artificial::] [::intelligence::] with fashion customization. Users engage with an intuitive interface, seamlessly translating their style visions into unique apparel designs. Leveraging machine learning, the system analyzes content and styles images, intelligently transferring selected stylistic elements to create a harmonious blend. The ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10717142,Gokulraj Menon; Amal P Peter; Ebin Jomon; Joe Varghese; M Anly Antony,0,,,IEEE Conferences,10.1109/ICACCS60874.2024.10717142,117,,,1490,,,False,,,,,14-15 March 2024,2024 10th International Conference on Advanced Computing and Communication Systems (ICACCS),2024,IEEE,1486,Apparel Customization Using Generative AI,1
"The advancements in diffusion model enables the creation of highly detailed images. However, concurrently fusing texts and images poses significant challenges, often struggling with the maintenance of text accuracy across languages, optimal placement, and appropriate typography. To address these challenges, we introduce the Multilingual Accurate Textual Image Customization (MATIC) framework. MATIC...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11021022,Chiao-Hsin Wu; I-Wei Lai,0,,,IEEE Conferences,10.1109/PacificVis64226.2025.00042,27,,,357,,,False,,,,,22-25 April 2025,2025 IEEE 18th Pacific Visualization Conference (PacificVis),2025,IEEE,352,MATIC: Multilingual Accurate Textual Image Customization via Joint Generative Artificial Intelligence,
"This study makes significant contributions to the field by examining the transformative role of big data and [::artificial::] [::intelligence::] (AI) in advancing Sustainable Development Goals (SDGs), particularly healthcare (SDG3), sustainable energy (SDG7), and industry and infrastructure (SDG9). Using BERTopic modeling, a machine learning technique, this research systematically analyzes literat...","{'type': 'open-access', 'message': 'Open Access'}",10794768,Prema Nedungadi; Simi Surendran; Kai-Yu Tang; Raghu Raman,0,,,IEEE Journals,10.1109/ACCESS.2024.3516500,1945,,,188541,,,False,,,,,2024,IEEE Access,2024,IEEE,188519,Big Data and AI Algorithms for Sustainable Development Goals: A Topic Modeling Analysis,12
"Historically and in the present world, humans tend to seek innovations and new gadgets for convenience and to enhance daily life. ChatGPT is an advanced AI language model that is based on the [::Generative::] Pretrained Transformer (GPT) architecture fabricated to produce human-like text by forecasting subsequent words in a sequence, given all the previous words within some text. ChatGPT is a doub...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10697084,Muhammad Nadeem; Wael A. Farag; Magdy Helal,0,,,IEEE Conferences,10.1109/MSCC62288.2024.10697084,89,,,6,,,False,,,,,2-4 May 2024,2024 Mediterranean Smart Cities Conference (MSCC),2024,IEEE,1,Rethinking Assessment Methodologies in the Era of Artificial Intelligence: Expanding Beyond ChatGPT's Scope,
"[::artificial::] [::intelligence::] (AI) has emerged as a transformative tool in the rapidly evolving landscape of environmental sustainability. It has enabled significant advancements in smart, data-driven decision-making across sectors such as sustainable agriculture, renewable energy systems, disaster management, and climate change mitigation. This study conducts a scientometric analysis of pee...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11079945,Keshav Singh Rawat; Mamta Yadav,0,,,IEEE Journals,10.1109/JIOT.2025.3589025,68,,,44366,,,False,,,21,,"1 Nov.1, 2025",IEEE Internet of Things Journal,2025,IEEE,44343,Decoding the Intellectual Landscape and Evolving Research Paradigm of Artificial Intelligence in Environmental Sustainability,12
"Natural disasters, including earthquakes, wildfires and cyclones, bear a huge risk on human lives as well as infrastructure assets. An effective response to disaster depends on the ability to rapidly and efficiently assess the intensity of damage. [::Artificial::] [::Intelligence::] (AI) and [::Generative::] [::Artificial::] [::Intelligence::] (GenAI) presents a breakthrough solution, capable of c...","{'type': 'open-access', 'message': 'Open Access'}",11126836,Aman Raj; Ankit Shetgaonkar; Lakshit Arora; Dipen Pradhan; Sanjay Surendranath Girija; Shashank Kapoor,0,,,IEEE Conferences,10.1109/COMPSAC65507.2025.00251,306,,,1840,,,False,,,,,8-11 July 2025,"2025 IEEE 49th Annual Computers, Software, and Applications Conference (COMPSAC)",2025,IEEE,1834,AI and Generative AI Transforming Disaster Management: A Survey of Damage Assessment and Response Techniques,
"[::Artificial::] [::intelligence::] is becoming more mainstream. [::Artificial::] [::intelligence::] has been used in medical diagnostics, detecting financial fraud, managing smart grids, and many other beneficial applications. Large language models (LLMs) are a type of [::artificial::] [::intelligence::] designed to understand and generate human language. Tools such as ChatGPT, Google&#39;s Gemini, M...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10903787,Chuck Easttom,0,,,IEEE Conferences,10.1109/CCWC62904.2025.10903787,272,,,00507,,,False,,,,,6-8 Jan. 2025,2025 IEEE 15th Annual Computing and Communication Workshop and Conference (CCWC),2025,IEEE,00499,Malicious Use of Artificial Intelligence,
"The semiconductor business is a major force behind innovation in technology, and [::artificial::] [::intelligence::] (AI) has the potential to significantly increase both output and effectiveness within the sector. AI has the potential to drastically cut costs, improve the effectiveness of manufacturing, and improve product quality by decreasing faults and optimizing use of materials. Though there...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11059162,Ajay Sudhir Bale; S Saranya; Santhrupth B C; Arulananth T S; T Y Satheesha; Sudhakiran Ponnuru,0,,,IEEE Conferences,10.1109/ICACCM61117.2024.11059162,118,,,6,,,False,,,,,22-23 Nov. 2024,"2024 International Conference on Advances in Computing, Communication and Materials (ICACCM)",2024,IEEE,1,Revolutionizing Chip Design using Generative AI in Semiconductors: A Case Study Approach,
"This comprehensive review investigates the multifaceted applications of [::Artificial::] [::Intelligence::] (AI) within the field of earthquake engineering, highlighting its transformative potential and diverse methodologies. As seismic events pose significant risks to infrastructure and public safety, the integration of AI technologies has emerged as a vital approach to enhancing earthquake resil...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10983455,Anas Ansari; Abdullah Ansari,0,,,IEEE Conferences,10.1109/AI2E64943.2025.10983455,65,,,6,,,False,,,,,3-5 Feb. 2025,"2025 International Conference for [::Artificial::] [::Intelligence::], Applications, Innovation and Ethics (AI2E)",2025,IEEE,1,"Exploring the Multifaceted Applications of Artificial Intelligence in Earthquake Engineering: A Comprehensive Review of Literature, Techniques, and Future Trends",
"Brain stroke is a complicated disease that is one of the foremost reasons of long-term debility and mortality. Because of breakthroughs in Deep Learning (DL) and [::Artificial::] [::Intelligence::] (AI) which enable the automated detection and diagnosis of brain stroke as well as intelligently assisting post-brain stroke patients for rehabilitation, is more favorable than a manual diagnosis. Many ...","{'type': 'open-access', 'message': 'Open Access'}",10485414,Jyotismita Chaki; Marcin Woźniak,0,,,IEEE Journals,10.1109/ACCESS.2024.3383140,4015,,,52181,,,False,,,,,2024,IEEE Access,2024,IEEE,52161,"Deep Learning and Artificial Intelligence in Action (2019–2023): A Review on Brain Stroke Detection, Diagnosis, and Intelligent Post-Stroke Rehabilitation Management",12
"Every aspect of life has been altered for the better by the advancements in computer vision and [::Artificial::] [::Intelligence::] (AI) over the past decade. As a branch of AI, Machine Learning (ML) and Deep Learning (DL) have demonstrated impressive achievements across all sectors, particularly the biomedical field, thanks to their capacity to process massive amounts of data. Its potential has b...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10262833,T S Chandrakantha; Basavaraj N Jagadale; G R Madhuri; Omar Abdullah Murshed Farhan Alnaggar; T E Abhishek; H N Swaroopa,0,,,IEEE Conferences,10.1109/InC457730.2023.10262833,147,,,6,,,False,,,,,21-22 April 2023,2023 IEEE International Conference on Contemporary Computing and Communications (InC4),2023,IEEE,1,Review on Brain Tumor Segmentation and Classification using Artificial Intelligence,1
"[::Artificial::] [::intelligence::] (AI) has emerged as a potent force that is transforming numerous industries. AI technologies are revolutionizing the creation, production, and consumption of motion pictures. This study examines the impact of AI on narrative, production techniques, visual effects, and audience experiences in contemporary cinema. Filmmaking techniques have been revolutionized by ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10335867,Aneesh Pradeep; Atabek Satmuratov; Iqbol Yeshbayev; Oripov Khasan; Melikuziev Iqboljon; Agzamov Daniyor,0,,,IEEE Conferences,10.1109/TEECCON59234.2023.10335867,1298,,,116,,,False,,,,,23-24 Aug. 2023,"2023 Second International Conference on Trends in Electrical, Electronics, and Computer Engineering (TEECCON)",2023,IEEE,111,The Significance of Artificial Intelligence in Contemporary Cinema,
"Emotional [::Intelligence::] is the technology where computers are trained to handle, use, understand and manage emotions. Emotional [::Intelligence::] (EI) is used in sentimental text generation where sentimental texts like positive, negative and neutral texts are generated. Sentimental text generation is used in many [::Artificial::] [::Intelligence::] application such as Google Assistant, Siri,...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10029135,K. Chitra; G. Kavitha; P. Latchoumy,0,,,IEEE Conferences,10.1109/ICACRS55517.2022.10029135,165,,,1152,,,False,,,,,13-15 Dec. 2022,"2022 International Conference on Automation, Computing and Renewable Systems (ICACRS)",2022,IEEE,1147,Penalty based Sentimental Text Generation Framework using Generative Adversarial Networks,
"[::Artificial::] [::intelligence::] (AI)-generated music has become a topic of great interest in the contemporary music industry. With the increasing development and popularization of AI technology, AI-generated music is no longer just a future prediction but a reality. The emergence of AI can help creators explore new possibilities during the creative process, find fresh sources of inspiration, a...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10631656,Tsen-Fang Lin; Liang-Bi Chen,0,,,IEEE Magazines,10.1109/MPOT.2024.3433888,1218,,,30,,,False,,,6,,Nov.-Dec. 2024,IEEE Potentials,2024,IEEE,23,Harmony and algorithm: Exploring the advancements and impacts of AI-generated music,43
"These redundant data in IoT should be compressed or removed. Furthermore, the unstructured data in IoT plays an important role for analyzing the user behaviors, while transmitting and processing these unstructured data consumption of substantial energy. These unstructured data should be mined or restructured. In addition, the increasing number of users in IoT leads to a fast-growing data in IoT, w...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8930065,,0,,,IEEE Journals,10.1109/TII.2019.2958638,530,,,2565,,,False,,,4,,April 2020,IEEE Transactions on Industrial Informatics,2020,IEEE,2562,Guest Editorial: Special Section on Integration of Big Data and Artificial Intelligence for Internet of Things,16
